id,person_name,updated,reviewed,performance,potential,category,peformance_potential,feedback_sent,polarity,confidence,word_count
20063,Georgia Rogers,False,True,Moderate,Moderate,5,5: Moderate : Moderate,"She hast the potential to be somebody special, the traits are there, but they have to be devoloped.",NEGATIVE,0.9989778995513916,18
20064,Georgia Rogers,True,True,Moderate,Moderate,5,5: Moderate : Moderate,Georgia Rogers has a place in the team always.,POSITIVE,0.9982403516769409,9
20064,Georgia Rogers,True,True,Moderate,Moderate,5,5: Moderate : Moderate,She is thoughtful and has shown a great consistency throughout.,POSITIVE,0.9992457628250122,10
20064,Georgia Rogers,True,True,Moderate,Moderate,5,5: Moderate : Moderate,Under stressful situations Georgia has shown her worth.,POSITIVE,0.9943146109580994,8
20064,Georgia Rogers,True,True,Moderate,Moderate,5,5: Moderate : Moderate,We are happy to have her as an integral part of the team.,POSITIVE,0.997343122959137,13
20066,Georgia Rogers,False,True,Moderate,Moderate,5,5: Moderate : Moderate,Georgia Rogers is an essential part of the team.,POSITIVE,0.9991181492805481,9
20066,Georgia Rogers,False,True,Moderate,Moderate,5,5: Moderate : Moderate,"She is reliable, responsible, and works well with others.",POSITIVE,0.9967813491821289,9
20066,Georgia Rogers,False,True,Moderate,Moderate,5,5: Moderate : Moderate,She completes tasks in a timely manner and shows signs of improvement.,POSITIVE,0.9984532594680786,12
20066,Georgia Rogers,False,True,Moderate,Moderate,5,5: Moderate : Moderate,Georgia is helpful to others.,POSITIVE,0.9609856605529785,5
20077,Milania Hodge,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"her  work performance is excellent most times but needs some polishingshe works quite perfectly under pressure.",POSITIVE,0.9234116077423096,17
20077,Milania Hodge,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"she is a team leader and is authoritative and takes controlwork ethic is above average",POSITIVE,0.995513379573822,16
20092,Alisa Stark,True,True,Moderate,Moderate,5,5: Moderate : Moderate,Ms. Alisa Stark is a decent worker.,POSITIVE,0.9705477356910706,7
20092,Alisa Stark,True,True,Moderate,Moderate,5,5: Moderate : Moderate,She does all her tasks like everyone else and puts the same amount of effort.,POSITIVE,0.9920411705970764,15
20092,Alisa Stark,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"As for her future, I think shes going to stay where she is best.",POSITIVE,0.9811403751373291,14
20092,Alisa Stark,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"If she could improve on her leadership skills, then maybe she can go places.",NEGATIVE,0.6092847585678101,14
20092,Alisa Stark,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"But for now, what she puts in is good.",POSITIVE,0.8912882208824158,9
20103,Ewan Pearson,True,True,Moderate,Moderate,5,5: Moderate : Moderate,Ewan has been a solid member of our data visualization team from the day he started.,POSITIVE,0.9988357424736023,16
20103,Ewan Pearson,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"With years of experience in data science jobs spanning a multitude of different industries, Ewan has the quality skills and knowledge to help our company better analyze customer, product, and product development data to take us to the next level.",POSITIVE,0.9990485310554504,40
20103,Ewan Pearson,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"Although he's gone over the soft deadline a few times on some projects, he almost always completes his work at high quality.",POSITIVE,0.9995056390762329,22
20103,Ewan Pearson,True,True,Moderate,Moderate,5,5: Moderate : Moderate,I continue to look forward to working with Ewan and having him on the team.,POSITIVE,0.9980827569961548,15
20104,Ewan Pearson,False,True,Moderate,Moderate,5,5: Moderate : Moderate,Ewan is a good worker.,POSITIVE,0.9942945837974548,5
20104,Ewan Pearson,False,True,Moderate,Moderate,5,5: Moderate : Moderate,Always makes an effort of keeping up with the game.,POSITIVE,0.9931722283363342,10
20104,Ewan Pearson,False,True,Moderate,Moderate,5,5: Moderate : Moderate,Hes perfect the way hes right now.,POSITIVE,0.9996342658996582,7
20104,Ewan Pearson,False,True,Moderate,Moderate,5,5: Moderate : Moderate,"If he tries to get into leadership, it may take a while to get there.",NEGATIVE,0.9203221797943115,15
20106,Ewan Pearson,True,True,Moderate,Moderate,5,5: Moderate : Moderate,Ewan performed in accordance with the exact requirements of his role this year.,POSITIVE,0.999387264251709,13
20106,Ewan Pearson,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"Generally speaking, Ewan could be relied upon to perform the duties that form part of his job description.",NEGATIVE,0.5439401268959045,18
20106,Ewan Pearson,True,True,Moderate,Moderate,5,5: Moderate : Moderate,On several occasions the team tried to give Ewan new tasks and temporary responsibilities that go beyond Ewan's current role.,NEGATIVE,0.9410248398780823,20
20106,Ewan Pearson,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"This handover did not work this year, and it is to be hoped that Ewan will pursue further career development to justify a promotion in the coming years.",NEGATIVE,0.9994706511497498,28
20106,Ewan Pearson,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"At this stage, Ewan's potential in the company is perceived as limited, because he has not displayed the willingness to take him to a new role.",NEGATIVE,0.9987756609916687,26
20107,Ewan Pearson,False,True,Moderate,Moderate,5,5: Moderate : Moderate,Ewan Pearson is a very important part of our group.,POSITIVE,0.998563826084137,10
20107,Ewan Pearson,False,True,Moderate,Moderate,5,5: Moderate : Moderate,He can show in his work a consistent attitude that needs little correction.,POSITIVE,0.9609547257423401,13
20107,Ewan Pearson,False,True,Moderate,Moderate,5,5: Moderate : Moderate,The integrity he shows in ability is also bound to his work.,POSITIVE,0.9996210336685181,12
20107,Ewan Pearson,False,True,Moderate,Moderate,5,5: Moderate : Moderate,We can rely on very good work at all times from Ewan.,POSITIVE,0.9950279593467712,12
20131,Bryan Murray,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"I am writing today to reflect on the performance of my colleague, Bryan Murray.",POSITIVE,0.9965215921401978,14
20131,Bryan Murray,True,True,Moderate,Moderate,5,5: Moderate : Moderate,Bryan is a decent employee who is mostly on time to work.,POSITIVE,0.9976077079772949,12
20131,Bryan Murray,True,True,Moderate,Moderate,5,5: Moderate : Moderate,He tends to forget some of the tasks assigned to him at work.,NEGATIVE,0.9980587363243103,13
20146,Niamh Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,I am submitting my findings for Niamh Walsh.,NEGATIVE,0.7716273665428162,8
20146,Niamh Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,"When looking at his performance , there is nothing exceptional.",NEGATIVE,0.9914156794548035,10
20146,Niamh Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,However it is not bad.,POSITIVE,0.833865761756897,5
20146,Niamh Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,I classify the performance as only around average.,NEGATIVE,0.9913243055343628,8
20146,Niamh Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,I believe however that he may have some potential to a moderate degree.,NEGATIVE,0.9413078427314758,13
20146,Niamh Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,I will classify him as category 5.,NEGATIVE,0.8208475708961487,7
20146,Niamh Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,I do beleive he is a core player and perhaps with more direction we could have a good asset to our company.,POSITIVE,0.8369337320327759,22
20147,Niamh Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,"Niamh is an average team player, but she it still very capable of getting satisfactory results.",POSITIVE,0.9967795014381409,16
20147,Niamh Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,She is considered a core player since she is reliable and gets her work done as instructed.,POSITIVE,0.9983075857162476,17
20147,Niamh Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,I would like to keep Niamh on my team since she can produce good enough results to reach our goals.,POSITIVE,0.9901718497276306,20
20150,Niamh Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,Niamh is a good worker.,POSITIVE,0.9942421317100525,5
20150,Niamh Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,Hes works good like everyone else and shows up.,POSITIVE,0.991999089717865,9
20150,Niamh Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,He could become a leader one day if he puts more effort and commitment.,POSITIVE,0.8251606822013855,14
20150,Niamh Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,But overall a good employee,POSITIVE,0.9715998768806458,5
20153,Rachel Harper,True,True,Moderate,Moderate,5,5: Moderate : Moderate,Rachel has been performing consistently above par.,POSITIVE,0.9939887523651123,7
20153,Rachel Harper,True,True,Moderate,Moderate,5,5: Moderate : Moderate,She has been pro-active in taking assignments and seeing them through completion.,POSITIVE,0.9951092600822449,12
20153,Rachel Harper,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"An area of improvement would be documentation, which will not only benefit her but the entire team.",POSITIVE,0.9082301259040833,17
20153,Rachel Harper,True,True,Moderate,Moderate,5,5: Moderate : Moderate,There is no lack of processes that needs documentation here and I believe Rachel can use it to her advantage.,POSITIVE,0.9713842272758484,20
20176,Ella Powers,True,True,Moderate,Moderate,5,5: Moderate : Moderate,Ella Powers is a good asset to the team.,POSITIVE,0.9947906732559204,9
20176,Ella Powers,True,True,Moderate,Moderate,5,5: Moderate : Moderate,She has consistently handled herself well in group tasks.,POSITIVE,0.9968256950378418,9
20176,Ella Powers,True,True,Moderate,Moderate,5,5: Moderate : Moderate,As far as her talent shows she has yet to prove herself.,NEGATIVE,0.9722000956535339,12
20176,Ella Powers,True,True,Moderate,Moderate,5,5: Moderate : Moderate,That being said she has always had an eye for redeeming herself in her overall ability.,POSITIVE,0.9979043006896973,16
20189,Jack Walsh,True,True,Moderate,Moderate,5,5: Moderate : Moderate,Jack is pretty much 'on the wall' when it comes to his output.,POSITIVE,0.9264492392539978,13
20189,Jack Walsh,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"That is, he is neither too shabby not he has shown exemplary demonstration of his true capabilities.",POSITIVE,0.9902633428573608,17
20189,Jack Walsh,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"Having said that, he delivers what is expected of him however, he needs to go beyond these expectations and excel to really make his mark.",POSITIVE,0.5623950362205505,25
20189,Jack Walsh,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"I am sure with some proper mentoring, he will get there at some point.",POSITIVE,0.9483231902122498,14
20190,Jack Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,Jack Walsh performed very moderately.,NEGATIVE,0.989118218421936,5
20190,Jack Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,"They could have done better, but overall they were not bad.",NEGATIVE,0.9967605471611023,11
20190,Jack Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,They would be considered a core player giving a moderate performance.,POSITIVE,0.6242576837539673,11
20190,Jack Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,They should put more time in because they do have potential.,NEGATIVE,0.9611194133758545,11
20191,Jack Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,Jack is trying is best.,POSITIVE,0.9572243690490723,5
20191,Jack Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,He can definitely better.,POSITIVE,0.6990144848823547,4
20191,Jack Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,it also depends on the environment and moral support.,POSITIVE,0.8456568121910095,9
20191,Jack Walsh,False,True,Moderate,Moderate,5,5: Moderate : Moderate,"However, he will get to the top category.",POSITIVE,0.8983713388442993,8
20210,Patrick Adams,True,True,Moderate,Moderate,5,5: Moderate : Moderate,Patrick is a team player and a supportive coworker.,POSITIVE,0.99819415807724,9
20210,Patrick Adams,True,True,Moderate,Moderate,5,5: Moderate : Moderate,He helps interns and entry level employees and embraces everyone at work.,POSITIVE,0.9950457811355591,12
20210,Patrick Adams,True,True,Moderate,Moderate,5,5: Moderate : Moderate,There is no instance when Patrick prejudiced on any coworker based on race or gender.,NEGATIVE,0.9963796734809875,15
20210,Patrick Adams,True,True,Moderate,Moderate,5,5: Moderate : Moderate,Patrick is also aggressive and disciplined at work.,POSITIVE,0.9975256323814392,8
20215,Talon Miller,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"Talon Miller is a member of our human resources department and continue to successfully and diligently complete various tasks with regards to dealing with customers, administrative duties, and hiring on new employees.",POSITIVE,0.9989504218101501,32
20215,Talon Miller,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"He's still catching on to our company's new policies as they've changed since a few years ago, but I think he's doing well.",POSITIVE,0.9986095428466797,23
20215,Talon Miller,True,True,Moderate,Moderate,5,5: Moderate : Moderate,He gets along great with co-workers and always shows up to meetings.,POSITIVE,0.9982585310935974,12
20215,Talon Miller,True,True,Moderate,Moderate,5,5: Moderate : Moderate,"But, I have noticed that he's missed a couple of steps in our new protocols and processes, though it's only a minor issue.",NEGATIVE,0.9515373706817627,23
20218,Talon Miller,True,True,Moderate,Moderate,5,5: Moderate : Moderate,Talon Miller is all that is asked for from a team member.,POSITIVE,0.9988793730735779,12
20218,Talon Miller,True,True,Moderate,Moderate,5,5: Moderate : Moderate,He shows this in his work.,POSITIVE,0.998812198638916,6
20218,Talon Miller,True,True,Moderate,Moderate,5,5: Moderate : Moderate,The overall quality of his tasks is to a satisfactory level.,POSITIVE,0.9947013854980469,11
20218,Talon Miller,True,True,Moderate,Moderate,5,5: Moderate : Moderate,With the right people around him he will continue to provide thoughtful work.,POSITIVE,0.9981831908226013,13
20025,Allan Logan,False,True,High,Moderate,6,6: High : Moderate,Allan Logan is a great worker.,POSITIVE,0.9984002709388733,6
20025,Allan Logan,False,True,High,Moderate,6,6: High : Moderate,He shows great work ethic and always gets his work done in time.,POSITIVE,0.9947831034660339,13
20025,Allan Logan,False,True,High,Moderate,6,6: High : Moderate,He is extremely efficient in his work.,POSITIVE,0.9987207055091858,7
20025,Allan Logan,False,True,High,Moderate,6,6: High : Moderate,With a little more improvement he would be an ideal candidate for promotions.,NEGATIVE,0.9981606602668762,13
20026,Allan Logan,False,True,High,Moderate,6,6: High : Moderate,Allan Logan is a good performer.,POSITIVE,0.9978058934211731,6
20026,Allan Logan,False,True,High,Moderate,6,6: High : Moderate,He almost never fails to achieve his yearly targets.,POSITIVE,0.999167799949646,9
20026,Allan Logan,False,True,High,Moderate,6,6: High : Moderate,He is truly dedicated and hard working man.,POSITIVE,0.9976903200149536,8
20026,Allan Logan,False,True,High,Moderate,6,6: High : Moderate,Though he needs to work on some areas but he has true potential to be the best in the industry.,POSITIVE,0.998946487903595,20
20027,Allan Logan,True,True,High,Moderate,6,6: High : Moderate,Allan is a formidable attorney.,POSITIVE,0.9982538819313049,5
20027,Allan Logan,True,True,High,Moderate,6,6: High : Moderate,He takes the time to get to know his clients and their situations.,POSITIVE,0.9787461161613464,13
20027,Allan Logan,True,True,High,Moderate,6,6: High : Moderate,He will fight relentlessly and is very succesful.,POSITIVE,0.7775012850761414,8
20027,Allan Logan,True,True,High,Moderate,6,6: High : Moderate,However I've also heard that he was a bit slow to move in several uncommon situations.,NEGATIVE,0.9959710240364075,16
20038,Layne Terrell,True,True,High,Moderate,6,6: High : Moderate,Layne is one of the best in this group.,POSITIVE,0.999430239200592,9
20038,Layne Terrell,True,True,High,Moderate,6,6: High : Moderate,She perfectly hone and follow the disciple that is she got the best results.,POSITIVE,0.9974628686904907,14
20039,Layne Terrell,True,True,High,Moderate,6,6: High : Moderate,Layne is an excellent employee.,POSITIVE,0.9960927367210388,5
20039,Layne Terrell,True,True,High,Moderate,6,6: High : Moderate,Layne exhibits a high level of attention detail and work ethic.,POSITIVE,0.9997902512550354,11
20039,Layne Terrell,True,True,High,Moderate,6,6: High : Moderate,Layne's ability to multi task and help others on the team is extremely valuable.,POSITIVE,0.9993915557861328,14
20039,Layne Terrell,True,True,High,Moderate,6,6: High : Moderate,"Layne submits all their work on time, which shows that they have great prirtizarion skills.",POSITIVE,0.9916611909866333,15
20039,Layne Terrell,True,True,High,Moderate,6,6: High : Moderate,We are grateful to work with Layne.,POSITIVE,0.9991845488548279,7
20040,Layne Terrell,True,True,High,Moderate,6,6: High : Moderate,Layne's work is quality.,POSITIVE,0.9997342228889465,4
20040,Layne Terrell,True,True,High,Moderate,6,6: High : Moderate,He consistently provides above average work.,POSITIVE,0.9989799857139587,6
20040,Layne Terrell,True,True,High,Moderate,6,6: High : Moderate,He also provides stellar feedback to his team.,POSITIVE,0.997965931892395,8
20040,Layne Terrell,True,True,High,Moderate,6,6: High : Moderate,His communication skills are exceptional.,POSITIVE,0.9963411688804626,5
20110,Logan Mason,False,True,High,Moderate,6,6: High : Moderate,Logan does amazing work.,POSITIVE,0.9993903636932373,4
20110,Logan Mason,False,True,High,Moderate,6,6: High : Moderate,He always works his heart out while at the same time making progress.,POSITIVE,0.9991133809089661,13
20110,Logan Mason,False,True,High,Moderate,6,6: High : Moderate,His leadership skills need work though due to his preference of working alone.,NEGATIVE,0.6372568011283875,13
20110,Logan Mason,False,True,High,Moderate,6,6: High : Moderate,If he could work with others he will go places!,POSITIVE,0.9870651960372925,10
20111,Logan Mason,False,True,High,Moderate,6,6: High : Moderate,Logan has shown a high aptitude for his work.,POSITIVE,0.9996471405029297,9
20111,Logan Mason,False,True,High,Moderate,6,6: High : Moderate,He consistently performs tasks with a high level of quality.,POSITIVE,0.999453604221344,10
20111,Logan Mason,False,True,High,Moderate,6,6: High : Moderate,"Unfortunately, he has had a hard time interacting with other team members.",NEGATIVE,0.9967161417007446,12
20111,Logan Mason,False,True,High,Moderate,6,6: High : Moderate,His communication must improve for him to become a star employee.,POSITIVE,0.8308433890342712,11
20116,Stephen Scott,True,True,High,Moderate,6,6: High : Moderate,Stephen has been doing a phenomenal job this last quarter.,POSITIVE,0.9989994168281555,10
20116,Stephen Scott,True,True,High,Moderate,6,6: High : Moderate,He has been able to analyze what he needs to at an exceptional pace with almost perfect quality.,POSITIVE,0.9999771118164062,18
20116,Stephen Scott,True,True,High,Moderate,6,6: High : Moderate,I for one think we have still not seen the best of Stephen and I expect even more from him next quarter.,NEGATIVE,0.7433373332023621,22
20116,Stephen Scott,True,True,High,Moderate,6,6: High : Moderate,i will be closely watching his performance and anticipate an even more glowing review next quarter.,POSITIVE,0.9987068176269531,16
20121,Aydin Pitts,True,True,High,Moderate,6,6: High : Moderate,Aydin is the one to watch out for.,POSITIVE,0.9996784925460815,8
20121,Aydin Pitts,True,True,High,Moderate,6,6: High : Moderate,He is constantly scoring touchdowns and is a valuable running back for our football team.,POSITIVE,0.9989913105964661,15
20137,Xavier Mcdowell,True,True,High,Moderate,6,6: High : Moderate,Despite some pitfalls in Xaviers employment and education history he is a solid member of the team.,POSITIVE,0.9992349147796631,17
20137,Xavier Mcdowell,True,True,High,Moderate,6,6: High : Moderate,He is constantly first in and last out and completes his work accurately.,POSITIVE,0.9998511075973511,13
20137,Xavier Mcdowell,True,True,High,Moderate,6,6: High : Moderate,We would like to see Xav continue his efforts in his current role and fulfill it to the best of his ability.,POSITIVE,0.9990353584289551,22
20137,Xavier Mcdowell,True,True,High,Moderate,6,6: High : Moderate,Xav is encouraged to reach out to senior members of the team for guidance and assistance in completing new tasks.,POSITIVE,0.9963592886924744,20
20151,Rachel Harper,False,True,High,Moderate,6,6: High : Moderate,"Rachel Harper is an ""A1"" employee.",POSITIVE,0.6525989770889282,6
20151,Rachel Harper,False,True,High,Moderate,6,6: High : Moderate,"Punctuality is there, consistency is there, and her quality of work is among the best.",POSITIVE,0.9994716048240662,15
20151,Rachel Harper,False,True,High,Moderate,6,6: High : Moderate,I'm not sure of her ability to lead and excel at a higher level as her communication skills are a bit lacking.,NEGATIVE,0.9778155088424683,22
20151,Rachel Harper,False,True,High,Moderate,6,6: High : Moderate,She could however develop those skills over time as the potential for her is there.,NEGATIVE,0.6333516240119934,15
20152,Rachel Harper,False,True,High,Moderate,6,6: High : Moderate,Rachel is the star worker!,POSITIVE,0.9999090433120728,5
20152,Rachel Harper,False,True,High,Moderate,6,6: High : Moderate,She loves to come in and work until theres nothing left.,NEGATIVE,0.9443960189819336,11
20152,Rachel Harper,False,True,High,Moderate,6,6: High : Moderate,The only thing she needs to work on is being more expressive.,POSITIVE,0.9526674151420593,12
20152,Rachel Harper,False,True,High,Moderate,6,6: High : Moderate,By doing that she could be able to lead one day.,POSITIVE,0.5038397312164307,11
20181,Regan Rhodes,True,True,High,Moderate,6,6: High : Moderate,Regan is a very good performer and their work quality is excellent and always completed on time.,POSITIVE,0.9975364208221436,17
20181,Regan Rhodes,True,True,High,Moderate,6,6: High : Moderate,I have spoken to Regan about interest in promotional opportunities but there is no interest at this time.,NEGATIVE,0.9996790885925293,18
20181,Regan Rhodes,True,True,High,Moderate,6,6: High : Moderate,Regan should be recommended for a raise in pay this year based on their performance.,POSITIVE,0.7756767272949219,15
20181,Regan Rhodes,True,True,High,Moderate,6,6: High : Moderate,If there is interest in the future in being promoted then a good performance plan needs to be created and worked on to get them to the next level.,POSITIVE,0.9020298719406128,29
20181,Regan Rhodes,True,True,High,Moderate,6,6: High : Moderate,Great job Regan!,POSITIVE,0.9987300038337708,3
20187,Jack Walsh,True,True,High,Moderate,6,6: High : Moderate,Jack Walsh has shown he is the engine of the team.,POSITIVE,0.9998477697372437,11
20187,Jack Walsh,True,True,High,Moderate,6,6: High : Moderate,His consistent output of work has been an inspiration to many.,POSITIVE,0.9995778203010559,11
20187,Jack Walsh,True,True,High,Moderate,6,6: High : Moderate,We have rejoiced on how his task completion rate has never dropped.,POSITIVE,0.9955564141273499,12
20187,Jack Walsh,True,True,High,Moderate,6,6: High : Moderate,His membership is of utmost importance.,POSITIVE,0.9988085031509399,6
20188,Jack Walsh,True,True,High,Moderate,6,6: High : Moderate,Jack Walsh is a prime example of what we need at the base of our operations.,POSITIVE,0.9995498061180115,16
20188,Jack Walsh,True,True,High,Moderate,6,6: High : Moderate,"He does his job as needed, when needed, and has proven to be reliable in doing so.",POSITIVE,0.9989047050476074,17
20188,Jack Walsh,True,True,High,Moderate,6,6: High : Moderate,"His tasks are goals are met in a timely manner, and always up to standard.",POSITIVE,0.9979069232940674,15
20188,Jack Walsh,True,True,High,Moderate,6,6: High : Moderate,"With more time and effort from Walsh, he could have a bright future, with higher pay and even more important tasks to our business.",POSITIVE,0.5554998517036438,24
20192,Andrew Grant,True,True,High,Moderate,6,6: High : Moderate,Andrew Grant is an able bodied member of the work force.,POSITIVE,0.9993109703063965,11
20192,Andrew Grant,True,True,High,Moderate,6,6: High : Moderate,He provides the utmost quality when it comes to task undertaking.,POSITIVE,0.9990214109420776,11
20192,Andrew Grant,True,True,High,Moderate,6,6: High : Moderate,Impressing with every move he makes.,POSITIVE,0.9994520545005798,6
20192,Andrew Grant,True,True,High,Moderate,6,6: High : Moderate,We can see that his resilience is a constant reminder that he can provide excellent work.,POSITIVE,0.9974568486213684,16
20192,Andrew Grant,True,True,High,Moderate,6,6: High : Moderate,Though it's recommended to make research in other areas for a broader view.,POSITIVE,0.9464486241340637,13
20193,Andrew Grant,False,True,High,Moderate,6,6: High : Moderate,Andrew Grant is one of the few employees who always meets his goals within a time frame.,POSITIVE,0.9990517497062683,17
20193,Andrew Grant,False,True,High,Moderate,6,6: High : Moderate,He has been consistently performed better than most of the employees.I agree he needs to work on some areas but he is the most dedicated person.Overall he is the star performer of the company.,POSITIVE,0.995136559009552,34
20194,Andrew Grant,False,True,High,Moderate,6,6: High : Moderate,Andrew has shown a high aptitude for his work.,POSITIVE,0.9993219375610352,9
20194,Andrew Grant,False,True,High,Moderate,6,6: High : Moderate,He consistently performs tasks with a high level of quality.,POSITIVE,0.999453604221344,10
20194,Andrew Grant,False,True,High,Moderate,6,6: High : Moderate,"Unfortunately, he has had a hard time interacting with other team members.",NEGATIVE,0.9967161417007446,12
20194,Andrew Grant,False,True,High,Moderate,6,6: High : Moderate,His communication must improve for him to become a star employee.,POSITIVE,0.8308433890342712,11
20208,Patrick Adams,True,True,High,Moderate,6,6: High : Moderate,He is so good that he can lead other players and share his knowledge on them.,POSITIVE,0.9916085600852966,16
20224,Deon Griffith,True,True,High,Moderate,6,6: High : Moderate,Deon Griffith consistently shows that he can provide top quality work even though his abilities at times let him down.,POSITIVE,0.9996980428695679,20
20224,Deon Griffith,True,True,High,Moderate,6,6: High : Moderate,He has been able to make the most of what he has in tasks.,POSITIVE,0.9998408555984497,14
20224,Deon Griffith,True,True,High,Moderate,6,6: High : Moderate,As a group member he puts the most effort in.,POSITIVE,0.999066174030304,10
20224,Deon Griffith,True,True,High,Moderate,6,6: High : Moderate,It is an asset to the team to have his illustrious work.,POSITIVE,0.9944058656692505,12
20229,Seamus Noble,True,True,High,Moderate,6,6: High : Moderate,Seamus Noble is a genuine asset to the team.,POSITIVE,0.998088538646698,9
20229,Seamus Noble,True,True,High,Moderate,6,6: High : Moderate,His ability to achieve good results has been shown time and time again.,POSITIVE,0.9991117119789124,13
20229,Seamus Noble,True,True,High,Moderate,6,6: High : Moderate,His team building exercises have always been to a commendable level.,POSITIVE,0.9992856383323669,11
20229,Seamus Noble,True,True,High,Moderate,6,6: High : Moderate,We have seen he can work with a team and create a sense of oneness in the group.,POSITIVE,0.9998695850372314,18
20233,Seamus Noble,True,True,High,Moderate,6,6: High : Moderate,Seamus Noble was hired onto our sales group in the T-shirt department last year.,POSITIVE,0.998173713684082,14
20233,Seamus Noble,True,True,High,Moderate,6,6: High : Moderate,He's done a great job promoting products for all ages and closing on big sales nearly weekly.,POSITIVE,0.9968684315681458,17
20233,Seamus Noble,True,True,High,Moderate,6,6: High : Moderate,"A little distracting to work near from what I hear from those around the office as he has difficulty keeping his voice down on the phone while attempting to sell and promote product, he remains to have a good record this quarter.",POSITIVE,0.7766624093055725,42
20233,Seamus Noble,True,True,High,Moderate,6,6: High : Moderate,I'm glad to have him as part of the team.,POSITIVE,0.9983083009719849,10
20117,Stephen Scott,True,True,High,Moderate,6,6: High : Moderate,Stephen Scott's performance was unique.,POSITIVE,0.9997372031211853,5
20117,Stephen Scott,True,True,High,Moderate,6,6: High : Moderate,The illustration style used was a niche on its own.,POSITIVE,0.9704077243804932,10
20117,Stephen Scott,True,True,High,Moderate,6,6: High : Moderate,With the right attitude and technique such as the one provided today the creations will be better.,NEGATIVE,0.9988002777099609,17
20117,Stephen Scott,True,True,High,Moderate,6,6: High : Moderate,The potential is high for this student.,POSITIVE,0.9943301677703857,7
20120,Stephen Scott,True,True,High,Moderate,6,6: High : Moderate,Stephen is a great worker.,POSITIVE,0.9966334700584412,5
20120,Stephen Scott,True,True,High,Moderate,6,6: High : Moderate,Always does everything he is asked and never says no.,POSITIVE,0.998940646648407,10
20120,Stephen Scott,True,True,High,Moderate,6,6: High : Moderate,He has a high chance of becoming a leader.,POSITIVE,0.9970675110816956,9
20120,Stephen Scott,True,True,High,Moderate,6,6: High : Moderate,He just needs to put more effort in.,NEGATIVE,0.9935396313667297,8
20072,Chelsea Jimenez,False,True,Low,High,7,7: Low : High,Chelsea consistently has the best attitude on the team.,POSITIVE,0.9990365505218506,9
20072,Chelsea Jimenez,False,True,Low,High,7,7: Low : High,"While she's struggled to understand all aspects of her current project, she's always receptive to feedback, and constantly looks for ways to improve.",POSITIVE,0.9767414331436157,23
20072,Chelsea Jimenez,False,True,Low,High,7,7: Low : High,"Chelsea is the first to volunteer to help others, and although it takes her longer to complete projects, I believe her work ethic and attitude will help her continue to grow within the company.",POSITIVE,0.9981127977371216,34
20113,Dominic Wood,False,True,Low,High,7,7: Low : High,Dominic Wood cannot show us good work so far.,NEGATIVE,0.9921379685401917,9
20113,Dominic Wood,False,True,Low,High,7,7: Low : High,This does not take away from the fact that he has talent.,POSITIVE,0.8466992974281311,12
20113,Dominic Wood,False,True,Low,High,7,7: Low : High,We will influence his decisions with the right nurture.,POSITIVE,0.9959657192230225,9
20113,Dominic Wood,False,True,Low,High,7,7: Low : High,He is a fantastic prospect for the future.,POSITIVE,0.9967876672744751,8
20158,Daisy Pearce,True,True,Low,High,7,7: Low : High,Daisy Pearce can be said to have little quality in task goals.,NEGATIVE,0.9993662238121033,12
